sensor_type,device_type,timestamps,cid,lac,mcc,mnc
gsm,smartphone,1454956114042000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956114068000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956125026000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956136013000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956147025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956158009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956169019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956180031000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956191012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956202016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956213018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956224007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956235018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956246011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956257016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956268010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956279012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956290041000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956301015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956312015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956323021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956334019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956345011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956356006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956367007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956378023000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956389016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956400018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956411010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956422017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956433029000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956444005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956455058000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956466015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956477007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956488012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956499022000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956510012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956521010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956532014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956543020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956554006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956565011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956576005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956587009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956598020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956609004000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956620006000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956631022000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956642017000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956653005000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956664016000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956675006000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956686024000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956697007000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956708010000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956719024000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956730021000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956741015000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956752023000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956763018000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956774012000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956785054000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956796008000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956807019000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956818034000000,107884553.000,37127.000,310,410
gsm,smartphone,1454956829031000000,108104714.000,37127.000,310,410
gsm,smartphone,1454956840020000000,108104714.000,37127.000,310,410
gsm,smartphone,1454956851026000000,108104714.000,37127.000,310,410
gsm,smartphone,1454956862016000000,108104714.000,37127.000,310,410
gsm,smartphone,1454956873008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956884020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956895013000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956906018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956917020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956928018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956939014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956950005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956961020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956972020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956983010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956994017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957005022000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957016003000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957027024000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957038018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957049029000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957060023000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957071017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957082016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957093006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957104010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957115039000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957126021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957137009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957148015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957159018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957170005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957181031000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957192018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957203020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957214019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957225016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957236011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957247020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957258020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957269027000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957280032000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957291025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957302007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957313009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957324023000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957335033000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957346010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957357019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957368025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957379014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957390008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957401016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957412022000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957423030000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957434008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957445061000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957456007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957467019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957478010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957489021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957500025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957511020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957522011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957533026000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957544021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957555008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957566006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957577022000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957588020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957599018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957610032000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957621019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957632016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957643005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957654035000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957665020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957676007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957687027000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957698019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957709027000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957720020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957731017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957742030000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957753017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957764007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957775063000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957786025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957797019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957808006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957819024000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957830021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957841018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957852008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957863017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957874018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957885017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957896009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957907025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957918024000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957929019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957940013000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957951010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957962009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957973014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957984021000000,107884553.000,37127.000,310,410
gsm,smartphone,1454957995020000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958006005000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958017010000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958028004000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958039033000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958050030000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958061005000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958072023000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958083020000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958094006000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958105082000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958116021000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958127019000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958138017000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958149014000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958160020000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958171018000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958182010000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958193019000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958204025000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958215029000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958226013000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958237010000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958248020000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958259005000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958270050000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958281028000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958292005000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958303014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958314005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958325020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958336007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958347012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958358024000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958369005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958380019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958391015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958402020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958413019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958424010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958435048000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958446006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958457009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958468016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958479021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958490019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958501024000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958512018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958523017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958534016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958545012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958556005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958567020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958578020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958589006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958600051000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958611020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958622053000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958633011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958644006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958655039000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958666021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958677014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958688020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958699030000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958710020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958721009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958732020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958743019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958754011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958765009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958776011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958787025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958798022000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958809020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958820018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958831008000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958842020000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958853017000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958864023000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958875012000000,107884553.000,37127.000,310,410
gsm,smartphone,1454958886011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958897028000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958908024000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958919016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958930037000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958941018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958952020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958963012000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958974022000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958985018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454958996006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959007019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959018019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959029023000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959040015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959051010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959062004000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959073020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959084008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959095088000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959106016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959117020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959128007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959139020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959150023000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959161031000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959172014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959183014000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959194021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959205017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959216008000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959227020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959238019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959249015000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959260031000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959271020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959282019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959293009000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959304003000000,107884554.000,37127.000,310,410
gsm,smartphone,1454959315016000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959326022000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959337012000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959348026000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959359019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959370015000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959381016000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959392020000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959403023000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959414007000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959425045000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959436009000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959447021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959458032000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959469006000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959480018000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959491016000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959502008000000,108762378.000,37127.000,310,410
gsm,smartphone,1454959513009000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959524006000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959535018000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959546024000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959557019000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959568021000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959579004000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959590019000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959601025000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959612019000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959623014000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959634019000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959645022000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959656038000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959667024000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959678016000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959689021000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959700015000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959711008000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959722021000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959733018000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959744015000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959755034000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959766012000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959777019000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959788018000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959799025000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959810022000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959821020000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959832004000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959843028000000,108762385.000,37127.000,310,410
gsm,smartphone,1454959854025000000,108762385.000,37127.000,310,410
gsm,smartphone,1454959865010000000,108762385.000,37127.000,310,410
gsm,smartphone,1454959876008000000,108762385.000,37127.000,310,410
gsm,smartphone,1454959887018000000,108762385.000,37127.000,310,410
gsm,smartphone,1454959898015000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959909010000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959920046000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959931005000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959942016000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959953011000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959964017000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959975042000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959986015000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959997018000000,107884561.000,37127.000,310,410
gsm,smartphone,1454960008020000000,107884561.000,37127.000,310,410
gsm,smartphone,1454960019017000000,107884561.000,37127.000,310,410
gsm,smartphone,1454960030009000000,107884561.000,37127.000,310,410
gsm,smartphone,1454960041014000000,107884561.000,37127.000,310,410
gsm,smartphone,1454960052026000000,108762385.000,37127.000,310,410
gsm,smartphone,1454960063018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454960074009000000,108762378.000,37127.000,310,410
gsm,smartphone,1454960085045000000,108762378.000,37127.000,310,410
